niter,enrichment,pcv,seqdepth,targetNreads,Filenames
377,0.3,1,19995476,5998643,GCA_018593755.1.fna_post_extract.fna
378,0.3,1,19998541,5999562,GCA_029855565.1.fna_post_extract.fna
379,0.3,1,19993093,5997928,GCA_009849885.1.fna_post_extract.fna
380,0.3,1,20000091,6000027,GCA_029855665.1.fna_post_extract.fna
381,0.3,1,20001404,6000421,GCA_009852275.1.fna_post_extract.fna
382,0.3,1,20005939,6001782,GCA_009850135.1.fna_post_extract.fna
383,0.3,1,20000542,6000163,GCA_016452505.1.fna_post_extract.fna
384,0.3,1,20003187,6000956,GCA_009851585.1.fna_post_extract.fna
385,0.3,1,20003483,6001045,GCA_018593555.1.fna_post_extract.fna
386,0.3,1,20004090,6001227,GCA_018593855.1.fna_post_extract.fna
387,0.3,1,19997431,5999229,GCA_009849015.1.fna_post_extract.fna
388,0.3,1,19989010,5996703,GCA_018594035.1.fna_post_extract.fna
389,0.3,1,19999526,5999858,GCA_018593675.1.fna_post_extract.fna
390,0.3,1,20001449,6000435,GCA_018593755.1.fna_post_extract.fna
391,0.3,1,20003120,6000936,GCA_009849315.1.fna_post_extract.fna
392,0.3,1,19995426,5998628,GCA_018593865.1.fna_post_extract.fna
393,0.3,1,19993926,5998178,GCA_009851905.1.fna_post_extract.fna
394,0.3,1,19998868,5999660,GCA_009848965.1.fna_post_extract.fna
395,0.3,1,20001628,6000488,GCA_009851745.1.fna_post_extract.fna
396,0.3,1,20002469,6000741,GCA_009852165.1.fna_post_extract.fna
397,0.3,1,19997308,5999192,GCA_009849935.1.fna_post_extract.fna
398,0.3,1,20004701,6001410,GCA_009848805.1.fna_post_extract.fna
399,0.3,1,19999751,5999925,GCA_029855825.1.fna_post_extract.fna
400,0.3,1,19993250,5997975,GCA_029855605.1.fna_post_extract.fna
401,0.3,1,19998166,5999450,GCA_029855625.1.fna_post_extract.fna
402,0.3,1,19990739,5997222,GCA_018593415.1.fna_post_extract.fna
403,0.3,1,20001620,6000486,GCA_018593735.1.fna_post_extract.fna
404,0.3,1,19997383,5999215,GCA_020423435.1.fna_post_extract.fna
405,0.3,1,20000966,6000290,GCA_009852095.1.fna_post_extract.fna
406,0.3,1,20003946,6001184,GCA_009849495.1.fna_post_extract.fna
407,0.3,1,20000919,6000276,GCA_009849265.1.fna_post_extract.fna
408,0.3,1,19997243,5999173,GCA_018593865.1.fna_post_extract.fna
409,0.3,1,20000485,6000146,GCA_009852155.1.fna_post_extract.fna
410,0.3,1,19994968,5998490,GCA_018593735.1.fna_post_extract.fna
411,0.3,1,19995350,5998605,GCA_009852195.1.fna_post_extract.fna
412,0.3,1,19999412,5999824,GCA_009849985.1.fna_post_extract.fna
413,0.3,1,19999515,5999854,GCA_009848855.1.fna_post_extract.fna
414,0.3,1,19993589,5998077,GCA_018593675.1.fna_post_extract.fna
415,0.3,1,20004984,6001495,GCA_009850205.1.fna_post_extract.fna
416,0.3,1,20002459,6000738,GCA_009850065.1.fna_post_extract.fna
417,0.3,1,20005530,6001659,GCA_009850055.1.fna_post_extract.fna
418,0.3,1,20000622,6000187,GCA_018593995.1.fna_post_extract.fna
419,0.3,1,20001834,6000550,GCA_009849545.1.fna_post_extract.fna
420,0.3,1,19997502,5999251,GCA_018593735.1.fna_post_extract.fna
421,0.3,1,19995786,5998736,GCA_018593735.1.fna_post_extract.fna
422,0.3,1,19993647,5998094,GCA_018593865.1.fna_post_extract.fna
423,0.3,1,19995084,5998525,GCA_029855825.1.fna_post_extract.fna
424,0.3,1,20003581,6001074,GCA_018592035.1.fna_post_extract.fna
425,0.3,1,20005211,6001563,GCA_009851995.1.fna_post_extract.fna
426,0.3,1,20001604,6000481,GCA_009848825.1.fna_post_extract.fna
427,0.3,1,19997278,5999183,GCA_009849205.1.fna_post_extract.fna
428,0.3,1,19998342,5999503,GCA_018594025.1.fna_post_extract.fna
429,0.3,1,19997903,5999371,GCA_018593675.1.fna_post_extract.fna
430,0.3,1,19997284,5999185,GCA_009849065.1.fna_post_extract.fna
431,0.3,1,20003874,6001162,GCA_009851565.1.fna_post_extract.fna
432,0.3,1,20003864,6001159,GCA_029855485.1.fna_post_extract.fna
433,0.3,1,19994639,5998392,GCA_009850175.1.fna_post_extract.fna
434,0.3,1,20003117,6000935,GCA_018593755.1.fna_post_extract.fna
435,0.3,1,20001419,6000426,GCA_018593635.1.fna_post_extract.fna
436,0.3,1,19996234,5998870,GCA_009851805.1.fna_post_extract.fna
437,0.3,1,19996501,5998950,GCA_009849265.1.fna_post_extract.fna
438,0.3,1,20000329,6000099,GCA_029855465.1.fna_post_extract.fna
439,0.3,1,20006865,6002060,GCA_009852155.1.fna_post_extract.fna
440,0.3,1,20001851,6000555,GCA_029855625.1.fna_post_extract.fna
441,0.3,1,20004202,6001261,GCA_018593735.1.fna_post_extract.fna
442,0.3,1,19998765,5999630,GCA_018593415.1.fna_post_extract.fna
443,0.3,1,19999117,5999735,GCA_029855585.1.fna_post_extract.fna
444,0.3,1,20000772,6000232,GCA_009850125.1.fna_post_extract.fna
445,0.3,1,19996119,5998836,GCA_009848925.1.fna_post_extract.fna
446,0.3,1,19995136,5998541,GCA_009852055.1.fna_post_extract.fna
447,0.3,1,20000769,6000231,GCA_018594035.1.fna_post_extract.fna
448,0.3,1,20000729,6000219,GCA_009849505.1.fna_post_extract.fna
449,0.3,1,20004088,6001226,GCA_018593635.1.fna_post_extract.fna
450,0.3,1,20000763,6000229,GCA_018593675.1.fna_post_extract.fna
451,0.3,1,20003050,6000915,GCA_018593755.1.fna_post_extract.fna
452,0.3,1,19997499,5999250,GCA_009849005.1.fna_post_extract.fna
453,0.3,1,20004298,6001289,GCA_009851845.1.fna_post_extract.fna
454,0.3,1,19993486,5998046,GCA_009849025.1.fna_post_extract.fna
455,0.3,1,19998931,5999679,GCA_029855825.1.fna_post_extract.fna
456,0.3,1,19998010,5999403,GCA_009850255.1.fna_post_extract.fna
457,0.3,1,20001122,6000337,GCA_018594155.1.fna_post_extract.fna
458,0.3,1,20006252,6001876,GCA_018593915.1.fna_post_extract.fna
459,0.3,1,19998539,5999562,GCA_009851805.1.fna_post_extract.fna
460,0.3,1,20000116,6000035,GCA_009849055.1.fna_post_extract.fna
461,0.3,1,19998584,5999575,GCA_009850205.1.fna_post_extract.fna
462,0.3,1,19996862,5999059,GCA_009851785.1.fna_post_extract.fna
463,0.3,1,20002230,6000669,GCA_018593715.1.fna_post_extract.fna
464,0.3,1,19995353,5998606,GCA_018593965.1.fna_post_extract.fna
465,0.3,1,19998887,5999666,GCA_009849015.1.fna_post_extract.fna
466,0.3,1,19996496,5998949,GCA_009850185.1.fna_post_extract.fna
467,0.3,1,19998835,5999650,GCA_009849065.1.fna_post_extract.fna
468,0.3,1,19987434,5996230,GCA_009850005.1.fna_post_extract.fna
469,0.3,1,20004957,6001487,GCA_009849145.1.fna_post_extract.fna
470,0.3,1,19995066,5998520,GCA_018593555.1.fna_post_extract.fna
471,0.3,1,20002254,6000676,GCA_018593955.1.fna_post_extract.fna
472,0.3,1,19994830,5998449,GCA_009852345.1.fna_post_extract.fna
473,0.3,1,20003248,6000974,GCA_018593815.1.fna_post_extract.fna
474,0.3,1,19996158,5998847,GCA_009851715.1.fna_post_extract.fna
475,0.3,1,20008317,6002495,GCA_009849015.1.fna_post_extract.fna
476,0.3,1,20004803,6001441,GCA_018593715.1.fna_post_extract.fna
477,0.3,1,19999877,5999963,GCA_020423475.1.fna_post_extract.fna
478,0.3,1,20010198,6003059,GCA_018593965.1.fna_post_extract.fna
479,0.3,1,19995509,5998653,GCA_029855465.1.fna_post_extract.fna
480,0.3,1,19999057,5999717,GCA_009850175.1.fna_post_extract.fna
481,0.3,1,20000088,6000026,GCA_009848745.1.fna_post_extract.fna
482,0.3,1,20003986,6001196,GCA_020423645.1.fna_post_extract.fna
483,0.3,1,20003798,6001139,GCA_009849415.1.fna_post_extract.fna
484,0.3,1,20007204,6002161,GCA_009848695.1.fna_post_extract.fna
485,0.3,1,20000247,6000074,GCA_029855665.1.fna_post_extract.fna
486,0.3,1,20005390,6001617,GCA_009848805.1.fna_post_extract.fna
487,0.3,1,19992190,5997657,GCA_009849855.1.fna_post_extract.fna
488,0.3,1,20004807,6001442,GCA_009849015.1.fna_post_extract.fna
489,0.3,1,19988364,5996509,GCA_029855825.1.fna_post_extract.fna
490,0.3,1,20001002,6000301,GCA_009848825.1.fna_post_extract.fna
491,0.3,1,19992327,5997698,GCA_009849005.1.fna_post_extract.fna
492,0.3,1,20006916,6002075,GCA_020423455.1.fna_post_extract.fna
493,0.3,1,19993670,5998101,GCA_016453585.1.fna_post_extract.fna
494,0.3,1,19999327,5999798,GCA_029855505.1.fna_post_extract.fna
495,0.3,1,20000796,6000239,GCA_009852025.1.fna_post_extract.fna
496,0.3,1,19996085,5998826,GCA_009850125.1.fna_post_extract.fna
497,0.3,1,20000120,6000036,GCA_009849265.1.fna_post_extract.fna
498,0.3,1,19986373,5995912,GCA_009851795.1.fna_post_extract.fna
499,0.3,1,19993792,5998138,GCA_018594185.1.fna_post_extract.fna
500,0.3,1,20000875,6000262,GCA_018594185.1.fna_post_extract.fna
501,0.3,1,20001307,6000392,GCA_018594255.1.fna_post_extract.fna
502,0.3,1,19995295,5998588,GCA_009850065.1.fna_post_extract.fna
503,0.3,1,20001387,6000416,GCA_018593865.1.fna_post_extract.fna
504,0.3,1,19993945,5998184,GCA_018594075.1.fna_post_extract.fna
505,0.3,1,20002676,6000803,GCA_009849545.1.fna_post_extract.fna
506,0.3,1,20000745,6000224,GCA_009852155.1.fna_post_extract.fna
507,0.3,1,20000613,6000184,GCA_018593595.1.fna_post_extract.fna
508,0.3,1,20001402,6000421,GCA_009850205.1.fna_post_extract.fna
509,0.3,1,19998776,5999633,GCA_018594075.1.fna_post_extract.fna
510,0.3,1,20001212,6000364,GCA_029989465.1.fna_post_extract.fna
511,0.3,1,20000703,6000211,GCA_009848995.1.fna_post_extract.fna
512,0.3,1,20002816,6000845,GCA_029855345.1.fna_post_extract.fna
513,0.3,1,19998229,5999469,GCA_016453585.1.fna_post_extract.fna
514,0.3,1,20000294,6000088,GCA_009851965.1.fna_post_extract.fna
515,0.3,1,20004598,6001379,GCA_009851905.1.fna_post_extract.fna
516,0.3,1,19997697,5999309,GCA_018594185.1.fna_post_extract.fna
517,0.3,1,20004427,6001328,GCA_009849105.1.fna_post_extract.fna
518,0.3,1,19991330,5997399,GCA_018593995.1.fna_post_extract.fna
519,0.3,1,20004386,6001316,GCA_009848935.1.fna_post_extract.fna
520,0.3,1,20000619,6000186,GCA_016453425.1.fna_post_extract.fna
521,0.3,1,19995097,5998529,GCA_009849455.1.fna_post_extract.fna
522,0.3,1,19996296,5998889,GCA_009852365.1.fna_post_extract.fna
523,0.3,1,19996796,5999039,GCA_018593735.1.fna_post_extract.fna
524,0.3,1,20003439,6001032,GCA_009851605.1.fna_post_extract.fna
525,0.3,1,20000539,6000162,GCA_009848825.1.fna_post_extract.fna
526,0.3,1,20003862,6001159,GCA_029855605.1.fna_post_extract.fna
527,0.3,1,20006173,6001852,GCA_016452505.1.fna_post_extract.fna
528,0.3,1,20008793,6002638,GCA_009848995.1.fna_post_extract.fna
529,0.3,1,19999873,5999962,GCA_018594155.1.fna_post_extract.fna
530,0.3,1,20001620,6000486,GCA_009849985.1.fna_post_extract.fna
531,0.3,1,19997912,5999374,GCA_009849235.1.fna_post_extract.fna
532,0.3,1,19999305,5999792,GCA_009849935.1.fna_post_extract.fna
533,0.3,1,20002985,6000896,GCA_009851825.1.fna_post_extract.fna
534,0.3,1,20000390,6000117,GCA_009849385.1.fna_post_extract.fna
535,0.3,1,19999511,5999853,GCA_009850185.1.fna_post_extract.fna
536,0.3,1,20001779,6000534,GCA_018594015.1.fna_post_extract.fna
537,0.3,1,19997539,5999262,GCA_009849385.1.fna_post_extract.fna
538,0.3,1,20001103,6000331,GCA_020423435.1.fna_post_extract.fna
539,0.3,1,19988430,5996529,GCA_018593815.1.fna_post_extract.fna
540,0.3,1,19994062,5998219,GCA_009851845.1.fna_post_extract.fna
541,0.3,1,20004003,6001201,GCA_009852095.1.fna_post_extract.fna
542,0.3,1,19999874,5999962,GCA_018593815.1.fna_post_extract.fna
543,0.3,1,20004392,6001318,GCA_018594255.1.fna_post_extract.fna
544,0.3,1,19996747,5999024,GCA_018593675.1.fna_post_extract.fna
545,0.3,1,20000966,6000290,GCA_009850085.1.fna_post_extract.fna
546,0.3,1,19995890,5998767,GCA_018594035.1.fna_post_extract.fna
547,0.3,1,19998931,5999679,GCA_029855345.1.fna_post_extract.fna
548,0.3,1,20004154,6001246,GCA_009851565.1.fna_post_extract.fna
549,0.3,1,20007482,6002245,GCA_016453585.1.fna_post_extract.fna
550,0.3,1,20001276,6000383,GCA_009848855.1.fna_post_extract.fna
551,0.3,1,19998333,5999500,GCA_009850205.1.fna_post_extract.fna
552,0.3,1,20005329,6001599,GCA_009850135.1.fna_post_extract.fna
553,0.3,1,19996471,5998941,GCA_020423455.1.fna_post_extract.fna
554,0.3,1,19996767,5999030,GCA_009851735.1.fna_post_extract.fna
555,0.3,1,19999273,5999782,GCA_009849245.1.fna_post_extract.fna
556,0.3,1,20003793,6001138,GCA_018593965.1.fna_post_extract.fna
557,0.3,1,19999618,5999885,GCA_009849965.1.fna_post_extract.fna
558,0.3,1,19996743,5999023,GCA_018594035.1.fna_post_extract.fna
559,0.3,1,19999967,5999990,GCA_018593865.1.fna_post_extract.fna
560,0.3,1,20000531,6000159,GCA_009849885.1.fna_post_extract.fna
561,0.3,1,19993896,5998169,GCA_018593635.1.fna_post_extract.fna
562,0.3,1,20006344,6001903,GCA_009850225.1.fna_post_extract.fna
563,0.3,1,19995570,5998671,GCA_009849845.1.fna_post_extract.fna
564,0.3,1,20001012,6000304,GCA_018593715.1.fna_post_extract.fna
565,0.3,1,20003345,6001004,GCA_009849125.1.fna_post_extract.fna
566,0.3,1,20004745,6001424,GCA_009850135.1.fna_post_extract.fna
567,0.3,1,19999048,5999714,GCA_009850065.1.fna_post_extract.fna
568,0.3,1,19994252,5998276,GCA_018594035.1.fna_post_extract.fna
569,0.3,1,20006446,6001934,GCA_009849495.1.fna_post_extract.fna
570,0.3,1,20005031,6001509,GCA_009852285.1.fna_post_extract.fna
571,0.3,1,20003731,6001119,GCA_018594155.1.fna_post_extract.fna
572,0.3,1,19998714,5999614,GCA_009851895.1.fna_post_extract.fna
573,0.3,1,20004864,6001459,GCA_018593835.1.fna_post_extract.fna
574,0.3,1,20000183,6000055,GCA_009849355.1.fna_post_extract.fna
575,0.3,1,20001281,6000384,GCA_018594035.1.fna_post_extract.fna
576,0.3,1,19999981,5999994,GCA_009849425.1.fna_post_extract.fna
577,0.3,1,19993160,5997948,GCA_009850065.1.fna_post_extract.fna
578,0.3,1,19997262,5999179,GCA_018593455.1.fna_post_extract.fna
579,0.3,1,20002521,6000756,GCA_009850255.1.fna_post_extract.fna
580,0.3,1,20000847,6000254,GCA_009851565.1.fna_post_extract.fna
581,0.3,1,19996722,5999017,GCA_009849355.1.fna_post_extract.fna
582,0.3,1,19994719,5998416,GCA_018593415.1.fna_post_extract.fna
583,0.3,1,20003940,6001182,GCA_009850185.1.fna_post_extract.fna
584,0.3,1,19991307,5997392,GCA_009849555.1.fna_post_extract.fna
585,0.3,1,19995120,5998536,GCA_009848925.1.fna_post_extract.fna
586,0.3,1,20002347,6000704,GCA_018593865.1.fna_post_extract.fna
587,0.3,1,20002781,6000834,GCA_009850255.1.fna_post_extract.fna
588,0.3,1,19999567,5999870,GCA_009849015.1.fna_post_extract.fna
589,0.3,1,20014777,6004433,GCA_009851605.1.fna_post_extract.fna
590,0.3,1,20004235,6001270,GCA_009849235.1.fna_post_extract.fna
591,0.3,1,19994564,5998369,GCA_009850005.1.fna_post_extract.fna
592,0.3,1,20010656,6003197,GCA_009851925.1.fna_post_extract.fna
593,0.3,1,20002971,6000891,GCA_018594125.1.fna_post_extract.fna
594,0.3,1,20000927,6000278,GCA_009851715.1.fna_post_extract.fna
595,0.3,1,19990113,5997034,GCA_009848995.1.fna_post_extract.fna
596,0.3,1,20003241,6000972,GCA_009849265.1.fna_post_extract.fna
597,0.3,1,20003959,6001188,GCA_029855345.1.fna_post_extract.fna
598,0.3,1,19996248,5998874,GCA_029855605.1.fna_post_extract.fna
599,0.3,1,20006880,6002064,GCA_009849105.1.fna_post_extract.fna
600,0.3,1,19999509,5999853,GCA_009848745.1.fna_post_extract.fna
601,0.3,1,20000636,6000191,GCA_018593865.1.fna_post_extract.fna
602,0.3,1,19999252,5999776,GCA_029989465.1.fna_post_extract.fna
603,0.3,1,19999461,5999838,GCA_009849885.1.fna_post_extract.fna
604,0.3,1,19996588,5998976,GCA_009849105.1.fna_post_extract.fna
605,0.3,1,19990887,5997266,GCA_018594125.1.fna_post_extract.fna
606,0.3,1,19996097,5998829,GCA_009849985.1.fna_post_extract.fna
607,0.3,1,20002756,6000827,GCA_009849845.1.fna_post_extract.fna
608,0.3,1,20002757,6000827,GCA_018593555.1.fna_post_extract.fna
609,0.3,1,19992432,5997730,GCA_009852105.1.fna_post_extract.fna
610,0.3,1,19996543,5998963,GCA_009849145.1.fna_post_extract.fna
611,0.3,1,20005709,6001713,GCA_018594075.1.fna_post_extract.fna
612,0.3,1,19998993,5999698,GCA_018593955.1.fna_post_extract.fna
613,0.3,1,19996723,5999017,GCA_009848825.1.fna_post_extract.fna
614,0.3,1,19992540,5997762,GCA_009852345.1.fna_post_extract.fna
615,0.3,1,20000594,6000178,GCA_018593965.1.fna_post_extract.fna
616,0.3,1,19997357,5999207,GCA_009850225.1.fna_post_extract.fna
617,0.3,1,20001250,6000375,GCA_029855665.1.fna_post_extract.fna
618,0.3,1,20008398,6002519,GCA_009849505.1.fna_post_extract.fna
619,0.3,1,19999981,5999994,GCA_009848965.1.fna_post_extract.fna
620,0.3,1,19997889,5999367,GCA_009849055.1.fna_post_extract.fna
621,0.3,1,19998751,5999625,GCA_009851845.1.fna_post_extract.fna
622,0.3,1,19997812,5999344,GCA_009849185.1.fna_post_extract.fna
623,0.3,1,20000012,6000004,GCA_018593635.1.fna_post_extract.fna
624,0.3,1,19994737,5998421,GCA_018593815.1.fna_post_extract.fna
625,0.3,1,20004934,6001480,GCA_009851965.1.fna_post_extract.fna
626,0.3,1,19991403,5997421,GCA_009848925.1.fna_post_extract.fna
627,0.3,1,19991242,5997373,GCA_018593455.1.fna_post_extract.fna
628,0.3,1,19999255,5999776,GCA_009849205.1.fna_post_extract.fna
629,0.3,1,20001763,6000529,GCA_009851785.1.fna_post_extract.fna
630,0.3,1,19995914,5998774,GCA_009850135.1.fna_post_extract.fna
631,0.3,1,20001454,6000436,GCA_009848825.1.fna_post_extract.fna
632,0.3,1,19998761,5999628,GCA_009851795.1.fna_post_extract.fna
633,0.3,1,20003661,6001098,GCA_018594025.1.fna_post_extract.fna
634,0.3,1,20001736,6000521,GCA_009849375.1.fna_post_extract.fna
635,0.3,1,19998005,5999402,GCA_009852345.1.fna_post_extract.fna
636,0.3,1,19995877,5998763,GCA_009850125.1.fna_post_extract.fna
637,0.3,1,20001593,6000478,GCA_020423645.1.fna_post_extract.fna
638,0.3,1,19997057,5999117,GCA_009850065.1.fna_post_extract.fna
639,0.3,1,19992457,5997737,GCA_018593675.1.fna_post_extract.fna
640,0.3,1,20001235,6000370,GCA_009849375.1.fna_post_extract.fna
641,0.3,1,20000644,6000193,GCA_016453585.1.fna_post_extract.fna
642,0.3,1,19999661,5999898,GCA_009849235.1.fna_post_extract.fna
643,0.3,1,19998789,5999637,GCA_009849145.1.fna_post_extract.fna
644,0.3,1,19999292,5999788,GCA_016452505.1.fna_post_extract.fna
645,0.3,1,19991147,5997344,GCA_018593915.1.fna_post_extract.fna
646,0.3,1,19999652,5999896,GCA_009850065.1.fna_post_extract.fna
647,0.3,1,19996022,5998807,GCA_009850225.1.fna_post_extract.fna
648,0.3,1,20003673,6001102,GCA_018593855.1.fna_post_extract.fna
649,0.3,1,19999131,5999739,GCA_009850255.1.fna_post_extract.fna
650,0.3,1,20005533,6001660,GCA_009852155.1.fna_post_extract.fna
651,0.3,1,19997088,5999126,GCA_018594125.1.fna_post_extract.fna
652,0.3,1,19994503,5998351,GCA_009848825.1.fna_post_extract.fna
653,0.3,1,20007095,6002128,GCA_009849145.1.fna_post_extract.fna
654,0.3,1,20006947,6002084,GCA_009850055.1.fna_post_extract.fna
655,0.3,1,20005136,6001541,GCA_018593895.1.fna_post_extract.fna
656,0.3,1,19994261,5998278,GCA_018593675.1.fna_post_extract.fna
657,0.3,1,19998352,5999506,GCA_016452505.1.fna_post_extract.fna
658,0.3,1,20000240,6000072,GCA_009850135.1.fna_post_extract.fna
659,0.3,1,20005372,6001612,GCA_009849955.1.fna_post_extract.fna
660,0.3,1,20003517,6001055,GCA_018593965.1.fna_post_extract.fna
661,0.3,1,19992019,5997606,GCA_009848995.1.fna_post_extract.fna
662,0.3,1,20003530,6001059,GCA_009851745.1.fna_post_extract.fna
663,0.3,1,20006781,6002034,GCA_018594125.1.fna_post_extract.fna
664,0.3,1,19999142,5999743,GCA_020423645.1.fna_post_extract.fna
665,0.3,1,20000661,6000198,GCA_018594125.1.fna_post_extract.fna
666,0.3,1,20002950,6000885,GCA_009850175.1.fna_post_extract.fna
667,0.3,1,20001801,6000540,GCA_009849185.1.fna_post_extract.fna
668,0.3,1,20001524,6000457,GCA_009848935.1.fna_post_extract.fna
669,0.3,1,19997458,5999237,GCA_016453585.1.fna_post_extract.fna
670,0.3,1,20012007,6003602,GCA_029855905.1.fna_post_extract.fna
671,0.3,1,19997950,5999385,GCA_009849985.1.fna_post_extract.fna
672,0.3,1,20001096,6000329,GCA_018593955.1.fna_post_extract.fna
673,0.3,1,20007481,6002244,GCA_009848885.1.fna_post_extract.fna
674,0.3,1,19993813,5998144,GCA_009851565.1.fna_post_extract.fna
675,0.3,1,20004674,6001402,GCA_009849235.1.fna_post_extract.fna
676,0.3,1,20007224,6002167,GCA_009852155.1.fna_post_extract.fna
677,0.3,1,19999867,5999960,GCA_009850225.1.fna_post_extract.fna
678,0.3,1,19993865,5998160,GCA_009849005.1.fna_post_extract.fna
679,0.3,1,20004545,6001364,GCA_018593965.1.fna_post_extract.fna
680,0.3,1,19994829,5998449,GCA_009849505.1.fna_post_extract.fna
681,0.3,1,20001312,6000394,GCA_009849005.1.fna_post_extract.fna
682,0.3,1,19993182,5997955,GCA_009851585.1.fna_post_extract.fna
683,0.3,1,19998430,5999529,GCA_009851715.1.fna_post_extract.fna
684,0.3,1,20000141,6000042,GCA_009849235.1.fna_post_extract.fna
685,0.3,1,19994510,5998353,GCA_018593965.1.fna_post_extract.fna
686,0.3,1,20000637,6000191,GCA_020423435.1.fna_post_extract.fna
687,0.3,1,19993786,5998136,GCA_009850255.1.fna_post_extract.fna
688,0.3,1,20001790,6000537,GCA_009851905.1.fna_post_extract.fna
689,0.3,1,19996190,5998857,GCA_009851565.1.fna_post_extract.fna
690,0.3,1,19991680,5997504,GCA_009851735.1.fna_post_extract.fna
691,0.3,1,20001147,6000344,GCA_018593555.1.fna_post_extract.fna
692,0.3,1,20003915,6001174,GCA_009850005.1.fna_post_extract.fna
693,0.3,1,20004674,6001402,GCA_009848815.1.fna_post_extract.fna
694,0.3,1,20008338,6002501,GCA_009851585.1.fna_post_extract.fna
